USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T453800107270022	20220810	1020	WG	01097	Antimony	<30.0	ug/L	RCL	
T451800107210006	20220809	1030	WG	01097	Antimony	<30.0	ug/L	RCL	
T451943107212513	20220809	1030	WS	01097	Antimony	<30.0	ug/L	RCL	
T453500107270024	20220810	1100	WT	01097	Antimony	<30.0	ug/L	RCL	
T451852107214501	20220809	1110	WT	01097	Antimony	<30.0	ug/L	RCL	
T451800107220007	20220809	1140	WG	01097	Antimony	<30.0	ug/L	RCL	
T453200107250023	20220810	1150	WG	01097	Antimony	<30.0	ug/L	RCL	
T451800107540001	20220808	1200	WG	01097	Antimony	<30.0	ug/L	RCL	
T451257107225201	20220810	1200	WS	01097	Antimony	<30.0	ug/L	RCL	
T452500107234008	20220809	1220	WG	01097	Antimony	<30.0	ug/L	RCL	
T453254107251316	20220809	1225	WS	01097	Antimony	<30.0	ug/L	RCL	
T453600107270018	20220810	1230	WT	01097	Antimony	<30.0	ug/L	RCL	
T452000107520002	20220808	1240	WG	01097	Antimony	<30.0	ug/L	RCL	
T452700107230017	20220809	1300	WG	01097	Antimony	<30.0	ug/L	RCL	
T452700107430003	20220808	1330	WG	01097	Antimony	<30.0	ug/L	RCL	
T453535107275515	20220809	1340	WS	01097	Antimony	<30.0	ug/L	RCL	
T453200107250011	20220810	0750	WG	01097	Antimony	<30.0	ug/L	RCL	
T450800107230004	20220809	0820	WG	01097	Antimony	<30.0	ug/L	RCL	
T454300107330012	20220810	0840	WG	01097	Antimony	<30.0	ug/L	RCL	
T453615107271309	20220810	0900	WS	01097	Antimony	<30.0	ug/L	RCL	
T450754107240301	20220809	0910	WT	01097	Antimony	<30.0	ug/L	RCL	
T452540108321601	20220808	0920	WT	01097	Antimony	<30.0	ug/L	RCL	
T453900107280021	20220810	0930	WG	01097	Antimony	<30.0	ug/L	RCL	
T451257107225201	20220809	0930	WS	01097	Antimony	<30.0	ug/L	RCL	
T451400107230005	20220809	0950	WG	01097	Antimony	<30.0	ug/L	RCL	
T453657107270401	20220810	1000	WS	01105	Aluminum	148	ug/L	RCL	
T452500108320026	20220808	1000	WT	01105	Aluminum	5	ug/L	RCL	
T453800107270022	20220810	1020	WG	01105	Aluminum	6	ug/L	RCL	
T451800107210006	20220809	1030	WG	01105	Aluminum	5	ug/L	RCL	
T451943107212513	20220809	1030	WS	01105	Aluminum	163	ug/L	RCL	
T453500107270024	20220810	1100	WT	01105	Aluminum	90	ug/L	RCL	
T451852107214501	20220809	1110	WT	01105	Aluminum	4	ug/L	RCL	
T451800107220007	20220809	1140	WG	01105	Aluminum	8	ug/L	RCL	
T453200107250023	20220810	1150	WG	01105	Aluminum	2	ug/L	RCL	
T451800107540001	20220808	1200	WG	01105	Aluminum	6	ug/L	RCL	
T451257107225201	20220810	1200	WS	01105	Aluminum	122	ug/L	RCL	
T452500107234008	20220809	1220	WG	01105	Aluminum	2	ug/L	RCL	
T453254107251316	20220809	1225	WS	01105	Aluminum	112	ug/L	RCL	
T453600107270018	20220810	1230	WT	01105	Aluminum	75	ug/L	RCL	
T452000107520002	20220808	1240	WG	01105	Aluminum	9	ug/L	RCL	
T452700107230017	20220809	1300	WG	01105	Aluminum	8	ug/L	RCL	
T452700107430003	20220808	1330	WG	01105	Aluminum	4	ug/L	RCL	
T453535107275515	20220809	1340	WS	01105	Aluminum	123	ug/L	RCL	
T453200107250011	20220810	0750	WG	01105	Aluminum	2	ug/L	RCL	
T450800107230004	20220809	0820	WG	01105	Aluminum	8	ug/L	RCL	
T454300107330012	20220810	0840	WG	01105	Aluminum	7	ug/L	RCL	
T453615107271309	20220810	0900	WS	01105	Aluminum	146	ug/L	RCL	
T450754107240301	20220809	0910	WT	01105	Aluminum	7	ug/L	RCL	
T452540108321601	20220808	0920	WT	01105	Aluminum	6	ug/L	RCL	
T453900107280021	20220810	0930	WG	01105	Aluminum	8	ug/L	RCL	
T451257107225201	20220809	0930	WS	01105	Aluminum	143	ug/L	RCL	
T451400107230005	20220809	0950	WG	01105	Aluminum	1	ug/L	RCL	
T453657107270401	20220810	1000	WS	01113	Cadmium	<2.00	ug/L	RCL	
T452500108320026	20220808	1000	WT	01113	Cadmium	<2.00	ug/L	RCL	
T453800107270022	20220810	1020	WG	01113	Cadmium	<2.00	ug/L	RCL	
T451800107210006	20220809	1030	WG	01113	Cadmium	<2.00	ug/L	RCL	
T451943107212513	20220809	1030	WS	01113	Cadmium	<2.00	ug/L	RCL	
T453500107270024	20220810	1100	WT	01113	Cadmium	<2.00	ug/L	RCL	
T451852107214501	20220809	1110	WT	01113	Cadmium	<2.00	ug/L	RCL	
T451800107220007	20220809	1140	WG	01113	Cadmium	<2.00	ug/L	RCL	
T453200107250023	20220810	1150	WG	01113	Cadmium	<2.00	ug/L	RCL	
T451800107540001	20220808	1200	WG	01113	Cadmium	<2.00	ug/L	RCL	
T451257107225201	20220810	1200	WS	01113	Cadmium	<2.00	ug/L	RCL	
T452500107234008	20220809	1220	WG	01113	Cadmium	<2.00	ug/L	RCL	
T453254107251316	20220809	1225	WS	01113	Cadmium	<2.00	ug/L	RCL	
T453600107270018	20220810	1230	WT	01113	Cadmium	<2.00	ug/L	RCL	
T452000107520002	20220808	1240	WG	01113	Cadmium	<2.00	ug/L	RCL	
T452700107230017	20220809	1300	WG	01113	Cadmium	<2.00	ug/L	RCL	
T452700107430003	20220808	1330	WG	01113	Cadmium	<2.00	ug/L	RCL	
T453535107275515	20220809	1340	WS	01113	Cadmium	<2.00	ug/L	RCL	
T453200107250011	20220810	0750	WG	01113	Cadmium	<2.00	ug/L	RCL	
T450800107230004	20220809	0820	WG	01113	Cadmium	<2.00	ug/L	RCL	
T454300107330012	20220810	0840	WG	01113	Cadmium	<2.00	ug/L	RCL	
T453615107271309	20220810	0900	WS	01113	Cadmium	<2.00	ug/L	RCL	
T450754107240301	20220809	0910	WT	01113	Cadmium	<2.00	ug/L	RCL	
T452540108321601	20220808	0920	WT	01113	Cadmium	<2.00	ug/L	RCL	
T453900107280021	20220810	0930	WG	01113	Cadmium	<2.00	ug/L	RCL	
T451257107225201	20220809	0930	WS	01113	Cadmium	<2.00	ug/L	RCL	
T451400107230005	20220809	0950	WG	01113	Cadmium	<2.00	ug/L	RCL	
T453657107270401	20220810	1000	WS	01132	Lithium	17.8	ug/L	RCL	
T452500108320026	20220808	1000	WT	01132	Lithium	4.5	ug/L	RCL	
T453800107270022	20220810	1020	WG	01132	Lithium	57	ug/L	RCL	
T451800107210006	20220809	1030	WG	01132	Lithium	135	ug/L	RCL	
T451943107212513	20220809	1030	WS	01132	Lithium	13.6	ug/L	RCL	
T453500107270024	20220810	1100	WT	01132	Lithium	17.4	ug/L	RCL	
T451852107214501	20220809	1110	WT	01132	Lithium	94.3	ug/L	RCL	
T451800107220007	20220809	1140	WG	01132	Lithium	268	ug/L	RCL	
T453200107250023	20220810	1150	WG	01132	Lithium	90	ug/L	RCL	
T451800107540001	20220808	1200	WG	01132	Lithium	46.7	ug/L	RCL	
T451257107225201	20220810	1200	WS	01132	Lithium	9.6	ug/L	RCL	
T452500107234008	20220809	1220	WG	01132	Lithium	68.9	ug/L	RCL	
T453254107251316	20220809	1225	WS	01132	Lithium	15.1	ug/L	RCL	
T453600107270018	20220810	1230	WT	01132	Lithium	17.7	ug/L	RCL	
T452000107520002	20220808	1240	WG	01132	Lithium	136	ug/L	RCL	
T452700107230017	20220809	1300	WG	01132	Lithium	192	ug/L	RCL	
T452700107430003	20220808	1330	WG	01132	Lithium	74.3	ug/L	RCL	
T453535107275515	20220809	1340	WS	01132	Lithium	18.3	ug/L	RCL	
T453200107250011	20220810	0750	WG	01132	Lithium	64.6	ug/L	RCL	
T450800107230004	20220809	0820	WG	01132	Lithium	390	ug/L	RCL	
T454300107330012	20220810	0840	WG	01132	Lithium	34.4	ug/L	RCL	
T453615107271309	20220810	0900	WS	01132	Lithium	17.4	ug/L	RCL	
T450754107240301	20220809	0910	WT	01132	Lithium	23.8	ug/L	RCL	
T452540108321601	20220808	0920	WT	01132	Lithium	2.7	ug/L	RCL	
T453900107280021	20220810	0930	WG	01132	Lithium	199	ug/L	RCL	
T451257107225201	20220809	0930	WS	01132	Lithium	11.5	ug/L	RCL	
T451400107230005	20220809	0950	WG	01132	Lithium	12.3	ug/L	RCL	
T453657107270401	20220810	1000	WS	01147	Selenium	<2.00	ug/L	RCL	
T452500108320026	20220808	1000	WT	01147	Selenium	<2.00	ug/L	RCL	
T453800107270022	20220810	1020	WG	01147	Selenium	<2.00	ug/L	RCL	
T451800107210006	20220809	1030	WG	01147	Selenium	<2.00	ug/L	RCL	
T451943107212513	20220809	1030	WS	01147	Selenium	<2.00	ug/L	RCL	
T453500107270024	20220810	1100	WT	01147	Selenium	<2.00	ug/L	RCL	
T451852107214501	20220809	1110	WT	01147	Selenium	<2.00	ug/L	RCL	
T451800107220007	20220809	1140	WG	01147	Selenium	<2.00	ug/L	RCL	
T453200107250023	20220810	1150	WG	01147	Selenium	<2.00	ug/L	RCL	
T451800107540001	20220808	1200	WG	01147	Selenium	<2.00	ug/L	RCL	
T451257107225201	20220810	1200	WS	01147	Selenium	<2.00	ug/L	RCL	
T452500107234008	20220809	1220	WG	01147	Selenium	<2.00	ug/L	RCL	
T453254107251316	20220809	1225	WS	01147	Selenium	<2.00	ug/L	RCL	
T453600107270018	20220810	1230	WT	01147	Selenium	<2.00	ug/L	RCL	
T452000107520002	20220808	1240	WG	01147	Selenium	<2.00	ug/L	RCL	
T452700107230017	20220809	1300	WG	01147	Selenium	<2.00	ug/L	RCL	
T452700107430003	20220808	1330	WG	01147	Selenium	<2.00	ug/L	RCL	
T453535107275515	20220809	1340	WS	01147	Selenium	<2.00	ug/L	RCL	
T453200107250011	20220810	0750	WG	01147	Selenium	<2.00	ug/L	RCL	
T450800107230004	20220809	0820	WG	01147	Selenium	<2.00	ug/L	RCL	
T454300107330012	20220810	0840	WG	01147	Selenium	<2.00	ug/L	RCL	
T453615107271309	20220810	0900	WS	01147	Selenium	<2.00	ug/L	RCL	
T450754107240301	20220809	0910	WT	01147	Selenium	<2.00	ug/L	RCL	
T452540108321601	20220808	0920	WT	01147	Selenium	<2.00	ug/L	RCL	
T453900107280021	20220810	0930	WG	01147	Selenium	<2.00	ug/L	RCL	
T451257107225201	20220809	0930	WS	01147	Selenium	<2.00	ug/L	RCL	
T451400107230005	20220809	0950	WG	01147	Selenium	<2.00	ug/L	RCL	
T453200107250011	20220810	0750	WG	28011	Uranium	0.066	ug/L	ATECL	
T450800107230004	20220809	0820	WG	28011	Uranium	20	ug/L	ATECL	
T451400107230005	20220809	0950	WG	28011	Uranium	3.9	ug/L	ATECL	
T453657107270401	20220810	1000	WS	28011	Uranium	1.7	ug/L	ATECL	
T452500108320026	20220808	1000	WT	28011	Uranium	1.6	ug/L	ATECL	
T453800107270022	20220810	1020	WG	28011	Uranium	0.13	ug/L	ATECL	
T451800107210006	20220809	1030	WG	28011	Uranium	0.13	ug/L	ATECL	
T451943107212513	20220809	1030	WS	28011	Uranium	1.4	ug/L	ATECL	
T453500107270024	20220810	1100	WT	28011	Uranium	0.77	ug/L	ATECL	
T451852107214501	20220809	1110	WT	28011	Uranium	0.18	ug/L	ATECL	
T451800107220007	20220809	1140	WG	28011	Uranium	0.036	ug/L	ATECL	
T453200107250023	20220810	1150	WG	28011	Uranium	0.14	ug/L	ATECL	
T451800107540001	20220808	1200	WG	28011	Uranium	8.5	ug/L	ATECL	
T451257107225201	20220810	1200	WS	28011	Uranium	1.1	ug/L	ATECL	
T452500107234008	20220809	1220	WG	28011	Uranium	0.091	ug/L	ATECL	
T453254107251316	20220809	1225	WS	28011	Uranium	1.5	ug/L	ATECL	
T453600107270018	20220810	1230	WT	28011	Uranium	1.2	ug/L	ATECL	
T452000107520002	20220808	1240	WG	28011	Uranium	18	ug/L	ATECL	
T452700107230017	20220809	1300	WG	28011	Uranium	30	ug/L	ATECL	
T452700107430003	20220808	1330	WG	28011	Uranium	25	ug/L	ATECL	
T453535107275515	20220809	1340	WS	28011	Uranium	1.6	ug/L	ATECL	
T454300107330012	20220810	0840	WG	28011	Uranium	4.8	ug/L	ATECL	
T453615107271309	20220810	0900	WS	28011	Uranium	1.5	ug/L	ATECL	
T450754107240301	20220809	0910	WT	28011	Uranium	2.1	ug/L	ATECL	
T452540108321601	20220808	0920	WT	28011	Uranium	1.5	ug/L	ATECL	
T453900107280021	20220810	0930	WG	28011	Uranium	9.2	ug/L	ATECL	
T451257107225201	20220809	0930	WS	28011	Uranium	1.3	ug/L	ATECL	
T453657107270401	20220810	1000	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32101	CHBrCl2	0.297	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32101	CHBrCl2	5.27	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32101	CHBrCl2	7.23	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32101	CHBrCl2	<0.034	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32101	CHBrCl2	<0.034	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32101	CHBrCl2	<0.034	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32102	Tetrachloromethane	<0.060	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32103	"1,2-Dichloroethane"	<0.080	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32104	Tribromomethane	0.11	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32104	Tribromomethane	0.02	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32104	Tribromomethane	<0.140	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32104	Tribromomethane	<0.140	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32104	Tribromomethane	<0.140	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32105	Dibromochloromethane	0.35	ug/L	NWQL	
T452500108320026	20220808	1000	WT	32105	Dibromochloromethane	0.35	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453800107270022	20220810	1020	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451943107212513	20220809	1030	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451800107210006	20220809	1030	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32105	Dibromochloromethane	0.77	ug/L	NWQL	
T453500107270024	20220810	1100	WT	32105	Dibromochloromethane	0.77	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451852107214501	20220809	1110	WT	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451800107220007	20220809	1140	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453200107250023	20220810	1150	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451800107540001	20220808	1200	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451257107225201	20220810	1200	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452500107234008	20220809	1220	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453254107251316	20220809	1225	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32105	Dibromochloromethane	0.8	ug/L	NWQL	
T453600107270018	20220810	1230	WT	32105	Dibromochloromethane	0.8	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452000107520002	20220808	1240	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452700107230017	20220809	1300	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452700107430003	20220808	1330	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453535107275515	20220809	1340	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453200107250011	20220810	0750	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T450800107230004	20220809	0820	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T454300107330012	20220810	0840	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453615107271309	20220810	0900	WS	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T450754107240301	20220809	0910	WT	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T452540108321601	20220808	0920	WT	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T453900107280021	20220810	0930	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32105	Dibromochloromethane	<0.120	ug/L	NWQL	
T451400107230005	20220809	0950	WG	32105	Dibromochloromethane	<0.12	ug/L	NWQL	
T453657107270401	20220810	1000	WS	32106	Trichloromethane	0.01	ug/L	NWQL	
